"axis","pathway_name","n_lr_pairs","mean_score_control","mean_score_apap","mean_delta","max_delta"
"Fibroblast / stellate -> Kupffer cell","PTN",4,0.129021334396424,0.096170338280577,-0.032850996115847,0.0180389951818487
"Kupffer cell -> Neutrophil","CCL",12,0.545960593205281,0.513260483030927,-0.0327001101743538,0.206115593465396
"Neutrophil -> Endothelial","SPP1",1,0.0767235026588514,0.109286590891269,0.0325630882324175,0.0325630882324175
"Monocyte-derived macrophage / DC-like -> NK cell","CCL",13,0.23870976433051,0.206817134954685,-0.0318926293758249,0.0594706510967391
"Fibroblast / stellate -> Kupffer cell","SELPLG",1,0.0618681767200491,0.0937196343518815,0.0318514576318323,0.0318514576318323
"Kupffer cell -> Neutrophil","GRN",1,0.47667570564641,0.508327977731976,0.0316522720855657,0.0316522720855657
"Fibroblast / stellate -> Endothelial","IGFBP",1,0.149319024774083,0.117804243645675,-0.0315147811284081,-0.0315147811284081
"Activated neutrophil -> Endothelial","SELPLG",3,0.275870290014356,0.307326487133408,0.0314561971190521,0.121138814486542
"Kupffer cell -> Endothelial","VEGF",3,0.0423287308995631,0.0735393540821796,0.0312106231826166,0.0497572833441248
"Fibroblast / stellate -> Endothelial","EPHB",3,0.0611433081856264,0.0299684459390798,-0.0311748622465466,0.00639796597636581
"Fibroblast / stellate -> Endothelial","ICAM",2,0.0176214302637782,0.048300255801444,0.0306788255376658,0.0517726943066877
"Kupffer cell -> Neutrophil","CDH5",1,0.0428834905053271,0.0124988241475177,-0.0303846663578094,-0.0303846663578094
"Activated neutrophil -> Endothelial","ANGPTL",1,0,0.0300972344163334,0.0300972344163334,0.0300972344163334
"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like","CXCL",5,0.181672895193069,0.151856269960107,-0.0298166252329628,0.0725129153191298
"Fibroblast / stellate -> Endothelial","SIRP",3,0.0131139233314588,0.0428976892664875,0.0297837659350287,0.0432470446437101
"Activated neutrophil -> Endothelial","KLK",2,0.0493332907775964,0.020002962576433,-0.0293303282011634,0.0094757420188083
"Kupffer cell -> Endothelial","SPP1",1,0.0933710537800792,0.122618651639654,0.0292475978595746,0.0292475978595746
"Kupffer cell -> Inflammatory neutrophil","IGF",1,0.328722174322643,0.29953795390458,-0.0291842204180627,-0.0291842204180627
"Kupffer cell -> Inflammatory neutrophil","CD45",2,0.0819666947444339,0.0528542218249334,-0.0291124729195005,-0.0033980739768919
"Fibroblast / stellate -> Endothelial","FASLG",1,0.0325352138304544,0.0615936870550476,0.0290584732245932,0.0290584732245932
"Activated neutrophil -> Endothelial","MHC-II",8,0.0565630886128382,0.0278652506964585,-0.0286978379163797,-0.00734334574440869
"Neutrophil -> Endothelial","CXCL",2,0.0480094159604031,0.0764338710167025,0.0284244550562995,0.0649489554777876
"Kupffer cell -> Inflammatory neutrophil","ANGPTL",2,0.0413841184324641,0.0130239216542749,-0.0283601967781892,-0.00693339716556579
"Fibroblast / stellate -> Kupffer cell","BST2",1,0.0734653006862833,0.0451793414831914,-0.0282859592030919,-0.0282859592030919
"Fibroblast / stellate -> Endothelial","PTN",3,0.0865171146816328,0.0582504572961325,-0.0282666573855003,-0.00713462617997454
"Monocyte-derived macrophage / DC-like -> NK cell","ApoB",1,0.0316017323193877,0.00339847120640863,-0.0282032611129791,-0.0282032611129791
"Kupffer cell -> Inflammatory neutrophil","THBS",2,0.00754698277318675,0.0355831643104681,0.0280361815372813,0.0477089157441984
"Monocyte-derived macrophage / DC-like -> T cell","GALECTIN",5,0.552452839049251,0.57997216084795,0.0275193217986999,0.0660131362324036
"Fibroblast / stellate -> Endothelial","PARs",2,0.167290348853155,0.140141128390514,-0.0271492204626413,0.041677537861555
"Fibroblast / stellate -> Endothelial","GRN",1,0.0391134026939156,0.0659719133134937,0.0268585106195781,0.0268585106195781
"Kupffer cell -> Neutrophil","ANNEXIN",2,0.140099274309212,0.114127419146048,-0.0259718551631638,-0.0187529563605515
"Kupffer cell -> Inflammatory neutrophil","CDH5",1,0.0421154931480788,0.0164034025128227,-0.025712090635256,-0.025712090635256
"Kupffer cell -> Inflammatory neutrophil","CD52",1,0.0651565758487406,0.0905464717572152,0.0253898959084745,0.0253898959084745
"Kupffer cell -> Endothelial","EPHB",2,0.0359455953838454,0.0106027997654519,-0.0253427956183934,-0.0118885780157867
"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like","SIRP",3,0.00942116277208293,0.0346498602846427,0.0252286975125598,0.0359127644581709
"Monocyte-derived macrophage / DC-like -> NK cell","TNF",2,0.0571106220132668,0.031900413312536,-0.0252102087007307,-0.0092154669403507
"Activated neutrophil -> Endothelial","LT",1,0.055685769557735,0.0307532107458758,-0.0249325588118592,-0.0249325588118592
"Monocyte-derived macrophage / DC-like -> T cell","THBS",3,0.140699590916803,0.115999879479495,-0.0246997114373081,0.00589945812931586
"Monocyte-derived macrophage / DC-like -> NK cell","CD86",1,0.0284557414031929,0.0529833819202228,0.0245276405170299,0.0245276405170299
"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like","CSF",2,0.249488503684955,0.225076994907299,-0.0244115087776564,0.0104394596415934
"Neutrophil -> Endothelial","SEMA3",1,0.0251603226360163,0.00103378458891113,-0.0241265380471052,-0.0241265380471052
"Activated neutrophil -> Endothelial","SEMA4",3,0.0681255423417818,0.0440922323469398,-0.024033309994842,0.00522376424745134
"Monocyte-derived macrophage / DC-like -> T cell","FN1",3,0.0984796034784305,0.0744766844418231,-0.0240029190366074,-0.000320887195169626
"Neutrophil -> Endothelial","SELPLG",3,0.138530891656458,0.162404052928639,0.0238731612721809,0.0700002299969355
"Kupffer cell -> Endothelial","KIT",1,0.0304601123295155,0.00675471973583896,-0.0237053925936765,-0.0237053925936765
"Inflammatory neutrophil -> Endothelial","RESISTIN",2,0.0423185227946063,0.0187491770292163,-0.02356934576539,-0.0142618107528711
"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like","CCL",13,0.197711067510641,0.174174304717214,-0.0235367627934274,0.122314899069394
"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like","ApoB",1,0.0309193216087184,0.00748680993557448,-0.0234325116731439,-0.0234325116731439
"Fibroblast / stellate -> Kupffer cell","CLEC",4,0.0372225083611535,0.0140049927602692,-0.0232175156008842,-0.00497031147283414
"Activated neutrophil -> Endothelial","SEMA7",1,0.035652426921645,0.0130020297912082,-0.0226503971304368,-0.0226503971304368
"Neutrophil -> Endothelial","PECAM2",1,0.0954178258105031,0.0730742858936032,-0.0223435399168999,-0.0223435399168999
"Kupffer cell -> Endothelial","ADGRE",5,0.0645737779089858,0.0423640520540211,-0.0222097258549647,0.0180472313310049
"Fibroblast / stellate -> Endothelial","ANNEXIN",2,0.0190918736705767,0.0408564638209628,0.0217645901503862,0.0350950387175149
"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like","ADGRA",1,0.0290150628145807,0.00745478066192456,-0.0215602821526561,-0.0215602821526561
"Fibroblast / stellate -> Endothelial","AGRN",1,0.0388607126113529,0.0602460634019305,0.0213853507905776,0.0213853507905776
"Kupffer cell -> Endothelial","LT",1,0.0234996646466793,0.00218491314031422,-0.0213147515063651,-0.0213147515063651
"Monocyte-derived macrophage / DC-like -> NK cell","MHC-I",21,0.207594125440588,0.186304482616014,-0.0212896428245732,0.115149690047878
"Fibroblast / stellate -> Endothelial","CD52",1,0.0148165323063451,0.0360812287329972,0.0212646964266521,0.0212646964266521
"Kupffer cell -> Inflammatory neutrophil","ANNEXIN",2,0.087752266305816,0.0669553445462555,-0.0207969217595605,-0.0166129249225036
"Kupffer cell -> Endothelial","KLK",2,0.0485304340907988,0.0281035879830966,-0.0204268461077021,-0.0063773254900607
"Kupffer cell -> Inflammatory neutrophil","LAIR1",1,0.0464036085753036,0.0259787417968576,-0.020424866778446,-0.020424866778446
"Fibroblast / stellate -> Kupffer cell","CXCL",4,0.103897982477367,0.124111085120312,0.0202131026429455,0.0439768376897904
"Fibroblast / stellate -> Kupffer cell","JAM",4,0.0362262735764944,0.0160614977730905,-0.0201647758034039,-0.00893969563806525
"Monocyte-derived macrophage / DC-like -> T cell","TNF",2,0.0381767146569775,0.0184150881275267,-0.0197616265294508,-0.0153711742789322
"Kupffer cell -> Endothelial","MIF",1,0.0783417535277405,0.0980741297851202,0.0197323762573797,0.0197323762573797
"Inflammatory neutrophil -> Endothelial","PECAM1",1,0.121640832171476,0.102208982138358,-0.0194318500331177,-0.0194318500331177
"Kupffer cell -> Inflammatory neutrophil","BST2",1,0.0741221388020085,0.0548631105718234,-0.0192590282301851,-0.0192590282301851
"Inflammatory neutrophil -> Endothelial","ADGRE",3,0.057122890360589,0.0378845371603447,-0.0192383532002443,0.0148010889264684
"Fibroblast / stellate -> Endothelial","GDF",1,0.0191450806691306,0,-0.0191450806691306,-0.0191450806691306
"Neutrophil -> Endothelial","PECAM1",1,0.122531928449552,0.141527775931076,0.0189958474815239,0.0189958474815239
"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like","GRN",1,0.0703672266023861,0.0517974808491337,-0.0185697457532525,-0.0185697457532525
"Fibroblast / stellate -> Endothelial","LAMININ",13,0.065059757435965,0.0835528971440104,0.0184931397080454,0.0642179984145282
"Activated neutrophil -> Endothelial","CLEC",5,0.0399191735005781,0.0214917500260337,-0.0184274234745444,0.0108343662719074
"Fibroblast / stellate -> Kupffer cell","MHC-II",5,0.0426002589793554,0.024376828367803,-0.0182234306115524,-0.00364486210915734
"Kupffer cell -> Inflammatory neutrophil","CD86",2,0.0243612958041497,0.0425337089546497,0.0181724131505,0.0422374554470058
"Monocyte-derived macrophage / DC-like -> T cell","SELPLG",2,0.361278710452266,0.379417004764101,0.0181382943118359,0.0356120702041254
"Neutrophil -> Endothelial","IL4",1,0.0237555762997417,0.00571271684161623,-0.0180428594581255,-0.0180428594581255
"Activated neutrophil -> Endothelial","TNF",1,0.12073304806683,0.102693729726123,-0.0180393183407072,-0.0180393183407072
"Fibroblast / stellate -> Endothelial","SEMA3",2,0.0865087843390516,0.0685789860075907,-0.0179297983314609,0.00225773789789889
"Fibroblast / stellate -> Endothelial","CXCL",7,0.0460160715164606,0.0639118328599548,0.0178957613434943,0.0626812297568268
"Kupffer cell -> Endothelial","MHC-I",16,0.0556040770751878,0.0733774752889256,0.0177733982137378,0.0666427902808931
"Inflammatory neutrophil -> Endothelial","SEMA4",3,0.0673459990006107,0.0497423366816609,-0.0176036623189498,-0.00596699424260592
"Monocyte-derived macrophage / DC-like -> NK cell","PECAM2",1,0.0315694035340201,0.0139771845846609,-0.0175922189493593,-0.0175922189493593
"Neutrophil -> Endothelial","CLEC",2,0.0328074407859611,0.0152557318360311,-0.0175517089499301,-0.0047945447792551
"Kupffer cell -> Endothelial","CLEC",4,0.045331068139336,0.0278895385597444,-0.0174415295795916,0.0186862590076615
"Fibroblast / stellate -> Kupffer cell","GAS",2,2.0673436941256,2.04991321897063,-0.0174304751549615,0.0841169372031523
"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like","MHC-I",17,0.0717741654292794,0.0543635642814128,-0.0174106011478666,0.0130944660432107
"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like","CD200",2,0.0353815630764373,0.0181615185181986,-0.0172200445582387,-0.0071170418448356
"Fibroblast / stellate -> Kupffer cell","AGRN",1,0.0149200877847008,0.0321245158925161,0.0172044281078153,0.0172044281078153
"Inflammatory neutrophil -> Endothelial","SPP1",1,0.0838129948831928,0.100977670129477,0.0171646752462842,0.0171646752462842
"Monocyte-derived macrophage / DC-like -> T cell","SN",1,0.0301952065985938,0.0131638772617989,-0.017031329336795,-0.017031329336795
"Fibroblast / stellate -> Kupffer cell","CD200",2,0.0304436939081009,0.0134703041598012,-0.0169733897482997,-0.00711776764780499
"Fibroblast / stellate -> Kupffer cell","VEGF",6,0.0226167420852851,0.00574188314299224,-0.0168748589422928,-0.00766955105498576
"Monocyte-derived macrophage / DC-like -> NK cell","NECTIN",2,0.0246305511096452,0.00782554459900125,-0.016805006510644,-0.0120394900747298
"Fibroblast / stellate -> Endothelial","PECAM1",1,0.101294784007112,0.0845785766528084,-0.0167162073543032,-0.0167162073543032
"Fibroblast / stellate -> Endothelial","CLEC",4,0.035835095795005,0.0191357567509629,-0.0166993390440421,0.0124901133183575
"Fibroblast / stellate -> Endothelial","MHC-I",14,0.0480710742844581,0.0647018823145199,0.0166308080300618,0.0521973849909563
"Monocyte-derived macrophage / DC-like -> NK cell","GALECTIN",4,0.740058479569622,0.756663210871481,0.0166047313018591,0.0859274922957403
"Fibroblast / stellate -> Endothelial","COLLAGEN",34,0.117671129802098,0.134239778035439,0.0165686482333416,0.172199180700764
"Neutrophil -> Endothelial","SIRP",3,0.0599018027379968,0.0433778755122341,-0.0165239272257627,0.0160642830653183
"Inflammatory neutrophil -> Endothelial","EPHB",1,0.0165180628882317,0,-0.0165180628882317,-0.0165180628882317
"Kupffer cell -> Inflammatory neutrophil","ICAM",2,0.0911460181300143,0.0746607988328772,-0.0164852192971371,0.00253737606594346
"Activated neutrophil -> Endothelial","MHC-I",17,0.0603026258468372,0.0766115100423232,0.0163088841954861,0.0649771474511858
"Kupffer cell -> Endothelial","MHC-II",5,0.0435253842976438,0.027430324205819,-0.0160950600918248,-0.00755480446502944
"Fibroblast / stellate -> Kupffer cell","ApoB",1,0.0225496222216045,0.00651741950599839,-0.0160322027156061,-0.0160322027156061
"Monocyte-derived macrophage / DC-like -> T cell","CD39",1,0.0338388402229088,0.0498510954294704,0.0160122552065616,0.0160122552065616
"Neutrophil -> Endothelial","MK",1,0.0159575347926625,0,-0.0159575347926625,-0.0159575347926625
"Monocyte-derived macrophage / DC-like -> NK cell","SN",1,0.0318523874248732,0.0159052152307337,-0.0159471721941395,-0.0159471721941395
"Activated neutrophil -> Endothelial","CEACAM",1,0.0448162350188951,0.0288937421379779,-0.0159224928809172,-0.0159224928809172
"Fibroblast / stellate -> Endothelial","Netrin",2,0.0217159164980451,0.00604282599736795,-0.0156730905006772,-0.0103541582796712
"Inflammatory neutrophil -> Endothelial","ESAM",1,0.0488360807912046,0.0331681280454732,-0.0156679527457314,-0.0156679527457314
"Activated neutrophil -> Endothelial","ADGRG",1,0.0914593058978709,0.0757947417749522,-0.0156645641229187,-0.0156645641229187
"Activated neutrophil -> Endothelial","PROS",1,0.0191538413839465,0.00349273959396233,-0.0156611017899842,-0.0156611017899842
"Monocyte-derived macrophage / DC-like -> T cell","CD80",1,0.0325547039045087,0.0481946560119172,0.0156399521074084,0.0156399521074084
"Inflammatory neutrophil -> Endothelial","CEACAM",1,0.0523901945567597,0.0370522686702366,-0.0153379258865231,-0.0153379258865231
"Kupffer cell -> Inflammatory neutrophil","LT",1,0.0168572512734217,0.00188677422727763,-0.014970477046144,-0.014970477046144
"Kupffer cell -> Inflammatory neutrophil","GDF",1,0.0444807939509158,0.0298005477603964,-0.0146802461905194,-0.0146802461905194
"Activated neutrophil -> Endothelial","SEMA6",1,0.0203870438526117,0.0350598902383851,0.0146728463857734,0.0146728463857734
"Monocyte-derived macrophage / DC-like -> T cell","APP",3,0.57166718493452,0.557071018712725,-0.0145961662217956,0.0266961091626709
"Inflammatory neutrophil -> Endothelial","MHC-I",16,0.0543287712322568,0.0688863181082457,0.0145575468759888,0.065393048507736
"Fibroblast / stellate -> Endothelial","IL4",1,0.00687090195631472,0.0213907174516306,0.0145198154953159,0.0145198154953159
"Neutrophil -> Endothelial","ANGPTL",1,0,0.0144616802531555,0.0144616802531555,0.0144616802531555
"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like","MHC-II",5,0.0412988697295293,0.0270550255133018,-0.0142438442162274,-0.00229238979723609
"Monocyte-derived macrophage / DC-like -> T cell","SPP1",1,0.345002868928036,0.330852105462191,-0.0141507634658449,-0.0141507634658449
"Inflammatory neutrophil -> Endothelial","ANGPTL",1,0.0334482760793946,0.0193745646399527,-0.0140737114394419,-0.0140737114394419
"Inflammatory neutrophil -> Endothelial","SEMA7",1,0.0318842344759267,0.0178871788046797,-0.013997055671247,-0.013997055671247
"Fibroblast / stellate -> Kupffer cell","ADGRL",1,0.0180244477420924,0.00411835310848326,-0.0139060946336092,-0.0139060946336092
"Kupffer cell -> Inflammatory neutrophil","JAM",1,0.0156290139902702,0.00180322641163512,-0.0138257875786351,-0.0138257875786351
"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like","SEMA5",1,0.0149463404632444,0.028707814653287,0.0137614741900426,0.0137614741900426
"Monocyte-derived macrophage / DC-like -> T cell","ApoB",1,0.014446699508325,0.000798838930777607,-0.0136478605775474,-0.0136478605775474
"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like","SEMA4",4,0.0332164564268225,0.0196748933478272,-0.0135415630789952,-0.0012562061408304
"Monocyte-derived macrophage / DC-like -> T cell","GDF",1,0.0631903742840371,0.0496940695569273,-0.0134963047271098,-0.0134963047271098
"Fibroblast / stellate -> Endothelial","MHC-II",3,0.0269600451694089,0.0134930159229161,-0.0134670292464928,-0.0121815482005844
"Monocyte-derived macrophage / DC-like -> T cell","ICAM",2,0.122810809853072,0.109359189814011,-0.0134516200390608,-0.00389788839522653
"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like","CHEMERIN",1,0.240021794809219,0.25310721750221,0.0130854226929916,0.0130854226929916
"Monocyte-derived macrophage / DC-like -> NK cell","CEACAM",2,0.0390739337293832,0.0261112402580203,-0.0129626934713629,-0.00499029390590244
"Inflammatory neutrophil -> Endothelial","LT",1,0.0129046405091957,0,-0.0129046405091957,-0.0129046405091957
"Fibroblast / stellate -> Kupffer cell","ADGRA",1,0.012890215469879,0,-0.012890215469879,-0.012890215469879
"Fibroblast / stellate -> Kupffer cell","MHC-I",16,0.0635144392045225,0.0506564672930044,-0.0128579719115181,0.00465864375267696
"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like","BAFF",2,0.025607897037042,0.0127524424612486,-0.0128554545757934,-0.00961585644981644
"Monocyte-derived macrophage / DC-like -> NK cell","PVR",2,0.0203666358100776,0.0332137504637257,0.0128471146536481,0.0219161747546458
"Kupffer cell -> Neutrophil","CEACAM",2,0.0364655236048409,0.0237689484852078,-0.0126965751196331,0.00339465202381828
"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like","SELL",1,0.0637625658849768,0.0763499275419449,0.0125873616569681,0.0125873616569681
"Activated neutrophil -> Endothelial","MK",1,0,0.0125542115041649,0.0125542115041649,0.0125542115041649
"Kupffer cell -> Neutrophil","SAA",1,0.0125479565276596,0,-0.0125479565276596,-0.0125479565276596
"Kupffer cell -> Neutrophil","JAM",1,0.015678704586788,0.00313293229542678,-0.0125457722913612,-0.0125457722913612
"Kupffer cell -> Neutrophil","IL16",1,0.0144200119090415,0.00200670594112303,-0.0124133059679185,-0.0124133059679185
"Kupffer cell -> Neutrophil","PECAM1",2,0.366334709937609,0.378702251124093,0.0123675411864835,0.0191514821264586
"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like","AGRN",1,0.00787525297931697,0.0202339564217352,0.0123587034424182,0.0123587034424182
"Fibroblast / stellate -> Endothelial","UNC5",2,0.0209998888300334,0.00896886649421102,-0.0120310223358224,-0.00846543436892767
"Monocyte-derived macrophage / DC-like -> T cell","NECTIN",2,0.0195556370507328,0.00757079937526635,-0.0119848376754664,-0.0109181511136856
"Activated neutrophil -> Endothelial","JAM",3,0.0362578822508328,0.0243147267534661,-0.0119431554973667,-0.00764240727468074
"Fibroblast / stellate -> Kupffer cell","MPZ",1,0.039260056478349,0.0510748397500321,0.011814783271683,0.011814783271683
"Fibroblast / stellate -> Endothelial","GAP",2,0.098641779501745,0.086941527784586,-0.011700251717159,-0.00909174136172913
"Neutrophil -> Endothelial","ANGPT",1,0,0.0116778959109413,0.0116778959109413,0.0116778959109413
"Monocyte-derived macrophage / DC-like -> T cell","CEACAM",3,0.0258597826500642,0.0142623502418414,-0.0115974324082228,-0.00521676911346747
"Monocyte-derived macrophage / DC-like -> NK cell","SPP1",1,0.419316547350708,0.407730690075037,-0.0115858572756707,-0.0115858572756707
"Monocyte-derived macrophage / DC-like -> NK cell","CD137",1,0.0400470509042453,0.0516145961946253,0.01156754529038,0.01156754529038
"Kupffer cell -> Endothelial","CADM",2,0.0501926420823185,0.061632865817873,0.0114402237355545,0.0133616811523198
"Fibroblast / stellate -> Kupffer cell","LAIR1",1,0.0117513895280447,0.00031453301157592,-0.0114368565164688,-0.0114368565164688
"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like","PLAU",1,0.0144324185597446,0.0257867771807998,0.0113543586210552,0.0113543586210552
"Kupffer cell -> Endothelial","PTPRM",1,0.0535056818467793,0.0648037261684579,0.0112980443216786,0.0112980443216786
"Kupffer cell -> Endothelial","CCL",19,0.0496016171193384,0.0608741460976069,0.0112725289782685,0.232424541756092
"Fibroblast / stellate -> Kupffer cell","GDF",1,0.0111355745171426,0,-0.0111355745171426,-0.0111355745171426
"Fibroblast / stellate -> Endothelial","FLRT",1,0.019373543392963,0.00831858682857102,-0.011054956564392,-0.011054956564392
"Activated neutrophil -> Endothelial","NOTCH",1,0,0.0108602891581876,0.0108602891581876,0.0108602891581876
"Kupffer cell -> Inflammatory neutrophil","CEACAM",1,0.0171812729701125,0.0063347923733175,-0.010846480596795,-0.010846480596795
"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like","CD45",2,0.107507011902784,0.118175643320359,0.0106686314175745,0.0195958531336144
"Activated neutrophil -> Endothelial","SEMA3",1,0,0.0106539692083179,0.0106539692083179,0.0106539692083179
"Neutrophil -> Endothelial","FASLG",1,0.0220085005304736,0.0326185680765163,0.0106100675460427,0.0106100675460427
"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like","FGF",5,0.0185663020454213,0.0291708795627018,0.0106045775172805,0.0574724159411243
"Kupffer cell -> Endothelial","FASLG",1,0.0197854445020628,0.0303376674017267,0.0105522228996639,0.0105522228996639
"Fibroblast / stellate -> Endothelial","CD200",1,0.0179240960627942,0.00740888338325756,-0.0105152126795366,-0.0105152126795366
"Monocyte-derived macrophage / DC-like -> NK cell","CD39",1,0.0435628989988834,0.0539916321066494,0.010428733107766,0.010428733107766
"Neutrophil -> Endothelial","KIT",1,0.0137404086581604,0.00332255435968371,-0.0104178542984767,-0.0104178542984767
"Kupffer cell -> Neutrophil","PSAP",1,0.0104164138589091,0,-0.0104164138589091,-0.0104164138589091
"Neutrophil -> Endothelial","MHC-I",15,0.0408548776200528,0.05124086191405,0.0103859842939973,0.0541307693338752
"Fibroblast / stellate -> Endothelial","SEMA7",1,0.0157434065265132,0.00548162777977072,-0.0102617787467425,-0.0102617787467425
"Fibroblast / stellate -> Endothelial","VTN",1,0.0134075242509893,0.0236368855424652,0.0102293612914759,0.0102293612914759
"Fibroblast / stellate -> Kupffer cell","SEMA5",1,0.0274918928032275,0.0376979668236141,0.0102060740203866,0.0102060740203866
"Inflammatory neutrophil -> Endothelial","CLEC",2,0.032465838562751,0.022421415484093,-0.010044423078658,0.00992434662082992
"Fibroblast / stellate -> Endothelial","ADGRL",5,0.0506916255620714,0.0406993973463932,-0.00999222821567818,0.0101480504030504
"Kupffer cell -> Endothelial","CXCL",6,0.0408207788642403,0.0507797849880356,0.00995900612379529,0.0879648820489346
"Monocyte-derived macrophage / DC-like -> NK cell","MIF",1,0.0150549350960357,0.00512592365972254,-0.00992901143631315,-0.00992901143631315
"Kupffer cell -> Endothelial","IL4",1,0.016491752896943,0.00662420620618729,-0.00986754669075568,-0.00986754669075568
"Monocyte-derived macrophage / DC-like -> NK cell","JAM",1,0.0137790499313464,0.004005187752505,-0.00977386217884137,-0.00977386217884137
"Kupffer cell -> Endothelial","CEACAM",1,0.0182991360704287,0.0085391240576026,-0.00976001201282613,-0.00976001201282613
"Monocyte-derived macrophage / DC-like -> T cell","ICOS",3,0.0939481369421174,0.103651948642672,0.00970381170055437,0.0480826172072299
"Fibroblast / stellate -> Endothelial","FGF",8,0.0129678689923787,0.0226228889844264,0.00965501999204768,0.0418896446046582
"Neutrophil -> Endothelial","LIGHT",1,0.0209326707590427,0.011453324035861,-0.00947934672318171,-0.00947934672318171
"Activated neutrophil -> Endothelial","ESAM",1,0.02845601691775,0.0379201474088081,0.00946413049105807,0.00946413049105807
"Kupffer cell -> Inflammatory neutrophil","CLEC",5,0.0360197234063305,0.0454312599193383,0.00941153651300778,0.017015130689864
"Inflammatory neutrophil -> Endothelial","GAP",1,0.0101841160540649,0.00089903402756,-0.00928508202650494,-0.00928508202650494
"Fibroblast / stellate -> Kupffer cell","VTN",1,0.0163565703377041,0.0255566381734462,0.00920006783574203,0.00920006783574203
"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like","CD34",1,0.0100419472690184,0.0190989270093277,0.00905697974030926,0.00905697974030926
"Activated neutrophil -> Endothelial","ICOS",1,0.021857284684932,0.0128224821177883,-0.00903480256714378,-0.00903480256714378
"Kupffer cell -> Inflammatory neutrophil","TNF",2,0.0585490331981631,0.0495253748175077,-0.00902365838065538,-0.00153870571163541
"Neutrophil -> Endothelial","NCAM",1,0.0221941639820851,0.0311735895233053,0.00897942554122018,0.00897942554122018
"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like","TWEAK",1,0.0383044950650787,0.0293465058539107,-0.00895798921116799,-0.00895798921116799
"Kupffer cell -> Inflammatory neutrophil","CSF",1,0.00491168405462689,0.0138211091567454,0.00890942510211852,0.00890942510211852
"Inflammatory neutrophil -> Endothelial","PROS",1,0.0102303130810597,0.00135048580001314,-0.00887982728104656,-0.00887982728104656
"Activated neutrophil -> Endothelial","ADGRL",1,0.0102267544671373,0.00142595448334545,-0.00880079998379183,-0.00880079998379183
"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like","VEGF",4,0.0149338034521771,0.0062564344835054,-0.00867736896867172,-0.00407210346881381
"Fibroblast / stellate -> Kupffer cell","IL4",1,0.00279033404173821,0.0114622799297342,0.00867194588799604,0.00867194588799604
"Fibroblast / stellate -> Monocyte-derived macrophage / DC-like","FLT3",1,0.0494736550482019,0.0580652617853185,0.00859160673711667,0.00859160673711667
